0, 1, 12:00:00 AM
0, 1, 12:00:10 AM
0, 1, 12:00:20 AM
0, 1, 12:00:30 AM
0, 1, 12:00:40 AM
0, 1, 12:00:50 AM
0, 1, 12:01:00 AM
0, 1, 12:01:10 AM
0, 1, 12:01:20 AM
0, 1, 12:01:30 AM
0, 1, 12:01:40 AM
0, 0, 12:01:50 AM
0, 0, 12:02:00 AM
0, 0, 12:02:10 AM
0, 0, 12:02:20 AM
0, 0, 12:02:30 AM
0, 0, 12:02:40 AM
0, 0, 12:02:50 AM
0, 0, 12:03:00 AM
0, 0, 12:03:10 AM
0, 0, 12:03:20 AM
0, 0, 12:03:30 AM
0, 0, 12:03:40 AM
0, 0, 12:03:50 AM
0, 0, 12:04:00 AM
0, 0, 12:04:10 AM
0, 0, 12:04:20 AM
0, 0, 12:04:30 AM
0, 0, 12:04:40 AM
0, 0, 12:04:50 AM
0, 0, 12:05:00 AM
0, 0, 12:05:10 AM
0, 0, 12:05:20 AM
0, 0, 12:05:30 AM
0, 0, 12:05:40 AM
0, 0, 12:05:50 AM
0, 0, 12:06:00 AM
0, 0, 12:06:10 AM
1, 0, 12:06:20 AM
1, 0, 12:06:30 AM
1, 0, 12:06:40 AM
1, 0, 12:06:50 AM
1, 0, 12:07:00 AM
1, 0, 12:07:10 AM
1, 0, 12:07:20 AM
1, 0, 12:07:30 AM
1, 0, 12:07:40 AM
1, 0, 12:07:50 AM
1, 0, 12:08:00 AM
1, 0, 12:08:10 AM
1, 0, 12:08:20 AM
1, 0, 12:08:30 AM
1, 0, 12:08:40 AM
1, 0, 12:08:50 AM
1, 0, 12:09:00 AM
1, 0, 12:09:10 AM
1, 0, 12:09:20 AM
1, 0, 12:09:30 AM
1, 0, 12:09:40 AM
1, 0, 12:09:50 AM
1, 0, 12:10:00 AM
1, 0, 12:10:10 AM
1, 0, 12:10:20 AM
1, 0, 12:10:30 AM
1, 0, 12:10:40 AM
0, 0, 12:10:50 AM
0, 0, 12:11:00 AM
0, 0, 12:11:10 AM
0, 0, 12:11:20 AM
0, 0, 12:11:30 AM
0, 0, 12:11:40 AM
0, 0, 12:11:50 AM
0, 0, 12:12:00 AM
0, 0, 12:12:10 AM
0, 0, 12:12:20 AM
0, 0, 12:12:30 AM
0, 0, 12:12:40 AM
0, 0, 12:12:50 AM
0, 0, 12:13:00 AM
0, 1, 12:13:10 AM
0, 1, 12:13:20 AM
0, 1, 12:13:30 AM
0, 1, 12:13:40 AM
0, 1, 12:13:50 AM
0, 1, 12:14:00 AM
0, 1, 12:14:10 AM
0, 1, 12:14:20 AM
0, 1, 12:14:30 AM
0, 1, 12:14:40 AM
0, 1, 12:14:50 AM
0, 1, 12:15:00 AM
0, 1, 12:15:10 AM
0, 1, 12:15:20 AM
0, 1, 12:15:30 AM
0, 1, 12:15:40 AM
0, 1, 12:15:50 AM
0, 1, 12:16:00 AM
0, 1, 12:16:10 AM
0, 1, 12:16:20 AM
0, 1, 12:16:30 AM
